0xF306	ki
0xF11A1	r.wI
0xF11A3	r.wU
0xF85B	r.ya
0xF117F	r.ye
0xF117D	r.yu
0xF85D	r.yo
0xF85C	r.yA
0xF117C	r.yI
0xF117E	r.yU
0xF5AE	r.la
0xF5AF	r.li
0xF5B2	r.le
0xF5B1	r.lu
0xF5B3	r.lo
0xF1199	r.lA
0xF119A	r.lI
0xF119B	r.lU
0xF860	r.l.ha
0xF861	r.l.he
0xF864	r.sha
0xF865	r.shi
0xF11BE	r.she
0xF866	r.shu
0xF11C0	r.sho
0xF11B9	r.shA
0xF11BA	r.shI
0xF11BB	r.shU
0xF11D6	r.sh.wa
0xF11D8	r.sh.wi
0xF11D9	r.sh.we
0xF11DB	r.sh.wo
0xF11D7	r.sh.wA
0xF11BC	r.sh.ra
0xF11CA	r.sh.ri
0xF11CC	r.sh.re
0xF11CE	r.sh.ro
0xF11C9	r.sh.rA
0xF11CB	r.sh.rI
0xF868	r.ha
0xF120A	r.hi
0xF120E	r.he
0xF120C	r.hu
0xF1210	r.ho
0xF1209	r.hA
0xF120B	r.hI
0xF120D	r.hU
0xF1233	r.h.wa
0xF1234	r.h.wA
0xF869	r.h.ya
0xF1226	r.h.yu
0xF1225	r.h.yA
0xF1227	r.h.yU
0xF1229	r.h.ra
0xF122B	r.h.ri
0xF122E	r.h.re
0xF122D	r.h.ru
0xF122A	r.h.rA
0xF122C	r.h.rI
0xF867	r.Sha
0xF11DF	r.Shi
0xF11E3	r.She
0xF11E1	r.Shu
0xF11E5	r.Sho
0xF11DE	r.ShA
0xF11E0	r.ShI
0xF11E2	r.ShU
0xF11FA	r.Sh.wa
0xF11F7	r.Sh.ya
0xF11F8	r.Sh.yA
0xF5B6	li
0xF5B8	le
0xF5B7	lu
0xF5B9	lo
0xF86A	lI
0xF86C	lE
0xF86B	lU
0xF86D	lO
0xF32A	l.ka
0xF32B	l.ki
0xF32E	l.ke
0xF32D	l.ku
0xF32F	l.ko
0xF1241	l.kA
0xF1242	l.kI
0xF1243	l.kU
0xF380	l.ga
0xF381	l.gi
0xF384	l.ge
0xF383	l.gu
0xF385	l.go
0xF124D	l.gA
0xF124E	l.gI
0xF124F	l.gU
0xF3AA	l.nga
0xF3AB	l.ngi
0xF3AE	l.nge
0xF3AD	l.ngu
0xF3AF	l.ngo
0xF3BE	l.ca
0xF3BF	l.ci
0xF3C2	l.ce
0xF3C1	l.cu
0xF3C3	l.co
0xF3E6	l.ja
0xF3E7	l.ji
0xF3EA	l.je
0xF3E9	l.ju
0xF3EB	l.jo
0xF42F	l.ta
0xF430	l.ti
0xF433	l.te
0xF432	l.tu
0xF434	l.to
0xF460	l.da
0xF461	l.di
0xF464	l.de
0xF463	l.du
0xF465	l.do
0xF1261	l.dA
0xF49C	l.pa
0xF49D	l.pi
0xF4A0	l.pe
0xF49F	l.pu
0xF4A1	l.po
0xF876	l.pA
0xF1262	l.pI
0xF1263	l.pU
0xF4EB	l.ba
0xF4EC	l.bi
0xF4EF	l.be
0xF4EE	l.bu
0xF4F0	l.bo
0xF877	l.bA
0xF1270	l.bI
0xF1256	l.tsa
0xF1257	l.tsA
0xF1258	l.tsU
0xF5BA	l.wa
0xF12A1	l.wi
0xF12A5	l.we
0xF12A3	l.wu
0xF12A6	l.wo
0xF885	l.wA
0xF12A2	l.wI
0xF12A4	l.wU
0xF87A	l.ya
0xF1286	l.yi
0xF128A	l.ye
0xF1288	l.yu
0xF128C	l.yo
0xF87B	l.yA
0xF1287	l.yI
0xF1289	l.yU
0xF1290	l.ra
0xF1292	l.ri
0xF1296	l.re
0xF1294	l.ru
0xF1298	l.ro
0xF1291	l.rA
0xF1293	l.rI
0xF1295	l.rU
0xF87D	l.la
0xF87F	l.li
0xF883	l.le
0xF881	l.lu
0xF129B	l.lo
0xF87E	l.lA
0xF880	l.lI
0xF882	l.lU
0xF5ED	l.ha
0xF5EE	l.hi
0xF5F1	l.he
0xF5F0	l.hu
0xF5F2	l.ho
0xF12B2	l.hA
0xF12B3	l.hI
0xF12B4	l.hU
0xF5BC	shi
0xF5BF	she
0xF5BE	shu
0xF5C0	sho
0xF5BB	shA
0xF889	shI
0xF88B	shU
0xF1337	sh.ta
0xF895	sh.ti
0xF1339	sh.te
0xF1338	sh.tA
0xF891	sh.tsa
0xF892	sh.tsi
0xF1316	sh.tse
0xF1313	sh.tsu
0xF1318	sh.tso
0xF1311	sh.tsA
0xF1312	sh.tsI
0xF1314	sh.tsU
0xF5C1	sh.wa
0xF8A3	sh.wi
0xF139B	sh.we
0xF1399	sh.wu
0xF8A4	sh.wo
0xF8A2	sh.wA
0xF1398	sh.wI
0xF139A	sh.wU
0xF89B	sh.ra
0xF89D	sh.ri
0xF1378	sh.re
0xF1376	sh.ru
0xF137A	sh.ro
0xF89C	sh.rA
0xF89E	sh.rI
0xF1377	sh.rU
0xF5C9	si
0xF5CC	se
0xF5CB	su
0xF5CD	so
0xF5C8	sA
0xF8B7	sI
0xF8B9	sU
0xF8BB	sO
0xF330	s.ka
0xF331	s.ki
0xF334	s.ke
0xF333	s.ku
0xF335	s.ko
0xF8C3	s.kA
0xF14D7	s.kI
0xF14D8	s.kU
0xF336	s.k.ya
0xF337	s.k.yi
0xF33A	s.k.ye
0xF339	s.k.yu
0xF33B	s.k.yo
0xF33C	s.k.ra
0xF33D	s.k.ri
0xF340	s.k.re
0xF33F	s.k.ru
0xF341	s.k.ro
0xF14E1	s.k.rA
0xF14E2	s.k.rI
0xF14E3	s.k.rU
0xF14EA	s.k.r.wa
0xF386	s.ga
0xF387	s.gi
0xF38A	s.ge
0xF389	s.gu
0xF38B	s.go
0xF38C	s.g.ya
0xF38D	s.g.yi
0xF390	s.g.ye
0xF38F	s.g.yu
0xF391	s.g.yo
0xF392	s.g.ra
0xF393	s.g.ri
0xF396	s.g.re
0xF395	s.g.ru
0xF397	s.g.ro
0xF3B0	s.nga
0xF3B1	s.ngi
0xF3B4	s.nge
0xF3B3	s.ngu
0xF3B5	s.ngo
0xF3F9	s.nya
0xF3FA	s.nyi
0xF3FD	s.nye
0xF3FC	s.nyu
0xF3FE	s.nyo
0xF436	s.ti
0xF439	s.te
0xF438	s.tu
0xF43A	s.to
0xF8C8	s.tA
0xF1502	s.tI
0xF1503	s.tU
0xF151F	s.t.wa
0xF1521	s.t.wi
0xF1523	s.t.we
0xF8D4	s.t.wo
0xF1520	s.t.wA
0xF1522	s.t.wI
0xF8C9	s.t.ya
0xF1510	s.t.yi
0xF1514	s.t.ye
0xF1512	s.t.yu
0xF1516	s.t.yo
0xF150F	s.t.yA
0xF1511	s.t.yI
0xF1513	s.t.yU
0xF8CA	s.t.ra
0xF8CC	s.t.ri
0xF151C	s.t.re
0xF151A	s.t.ru
0xF8CF	s.t.ro
0xF8CB	s.t.rA
0xF8CD	s.t.rI
0xF151B	s.t.rU
0xF1528	s.tha
0xF8D7	s.thi
0xF152B	s.the
0xF152A	s.thu
0xF152D	s.tho
0xF8D6	s.thA
0xF1529	s.thI
0xF8D8	s.thU
0xF153F	s.th.wa
0xF466	s.da
0xF467	s.di
0xF46A	s.de
0xF469	s.du
0xF46B	s.do
0xF47E	s.na
0xF47F	s.ni
0xF482	s.ne
0xF481	s.nu
0xF483	s.no
0xF1540	s.nA
0xF1541	s.nI
0xF1542	s.nU
0xF484	s.n.ra
0xF485	s.n.ri
0xF488	s.n.re
0xF487	s.n.ru
0xF489	s.n.ro
0xF1548	s.n.rA
0xF4A2	s.pa
0xF4A3	s.pi
0xF4A6	s.pe
0xF4A5	s.pu
0xF4A7	s.po
0xF1549	s.pA
0xF154A	s.pI
0xF154B	s.pU
0xF4A9	s.p.yi
0xF4AC	s.p.ye
0xF4AB	s.p.yu
0xF4AD	s.p.yo
0xF4AE	s.p.ra
0xF4AF	s.p.ri
0xF4B2	s.p.re
0xF4B1	s.p.ru
0xF4B3	s.p.ro
0xF1553	s.p.rA
0xF1554	s.p.rI
0xF8D9	s.pha
0xF1559	s.phi
0xF155C	s.phe
0xF8DB	s.phu
0xF155E	s.pho
0xF8DA	s.phA
0xF155A	s.phI
0xF155B	s.phU
0xF1562	s.ph.ya
0xF1563	s.ph.yA
0xF4F1	s.ba
0xF4F2	s.bi
0xF4F5	s.be
0xF4F4	s.bu
0xF4F6	s.bo
0xF4F7	s.b.ya
0xF4F8	s.b.yi
0xF4FB	s.b.ye
0xF4FA	s.b.yu
0xF4FC	s.b.yo
0xF4FD	s.b.ra
0xF4FE	s.b.ri
0xF501	s.b.re
0xF500	s.b.ru
0xF502	s.b.ro
0xF527	s.ma
0xF528	s.mi
0xF52B	s.me
0xF52A	s.mu
0xF52C	s.mo
0xF8DE	s.mA
0xF156A	s.mI
0xF156B	s.mU
0xF157D	s.m.wa
0xF52D	s.m.ya
0xF52E	s.m.yi
0xF531	s.m.ye
0xF530	s.m.yu
0xF532	s.m.yo
0xF1573	s.m.yA
0xF1574	s.m.yU
0xF533	s.m.ra
0xF534	s.m.ri
0xF537	s.m.re
0xF536	s.m.ru
0xF538	s.m.ro
0xF157A	s.m.rA
0xF546	s.tsa
0xF547	s.tsi
0xF54A	s.tse
0xF549	s.tsu
0xF54B	s.tso
0xF5DA	s.wa
0xF5DB	s.wi
0xF5DE	s.we
0xF5DD	s.wu
0xF5DF	s.wo
0xF8E2	s.wA
0xF159A	s.wI
0xF157F	s.yi
0xF1583	s.ye
0xF1581	s.yu
0xF1584	s.yo
0xF157E	s.yA
0xF1580	s.yI
0xF1582	s.yU
0xF5CE	s.ra
0xF5CF	s.ri
0xF5D2	s.re
0xF5D1	s.ru
0xF5D3	s.ro
0xF8E1	s.rA
0xF1589	s.rI
0xF158A	s.rU
0xF5D4	s.la
0xF5D5	s.li
0xF5D8	s.le
0xF5D7	s.lu
0xF5D9	s.lo
0xF1591	s.lA
0xF1592	s.lI
0xF1593	s.lU
0xF1599	s.l.wa
0xF8E5	s.ha
0xF8E6	s.ho
0xF5E1	hi
0xF5E4	he
0xF5E3	hu
0xF5E5	ho
0xF5E0	hA
0xF8E7	hI
0xF8EA	hO
0xF8F2	h.na
0xF8F3	h.ni
0xF15DA	h.ne
0xF15D8	h.nu
0xF15DC	h.no
0xF15D6	h.nA
0xF15D7	h.nI
0xF15D9	h.nU
0xF5EC	h.wa
0xF1608	h.wi
0xF160B	h.we
0xF8FF	h.wo
0xF8FD	h.wA
0xF1609	h.wI
0xF8FE	h.wU
0xF8F6	h.ya
0xF15EB	h.yi
0xF8F8	h.ye
0xF8F7	h.yu
0xF15F0	h.yo
0xF15EA	h.yA
0xF15EC	h.yI
0xF15ED	h.yU
0xF5E6	h.ra
0xF5E7	h.ri
0xF5EA	h.re
0xF5E9	h.ru
0xF5EB	h.ro
0xF15F4	h.rA
0xF8FB	h.rI
0xF15F5	h.rU
0xF8F1	h.Na
0xF15CC	h.Ni
0xF15D0	h.Ne
0xF15CE	h.Nu
0xF15D2	h.No
0xF15CB	h.NA
0xF15CD	h.NI
0xF15CF	h.NU
0xF300	ai
0xF303	ae
0xF304	ao
0xF5F9	aA
0xF400	Ti
0xF403	Te
0xF402	Tu
0xF404	To
0xF3FF	TA
0xF6DC	TI
0xF6DD	TU
0xF0686	T.wa
0xF0688	T.wi
0xF068B	T.we
0xF068A	T.wu
0xF0687	T.wA
0xF0689	T.wI
0xF067B	T.ra
0xF067D	T.ri
0xF0681	T.re
0xF067F	T.ru
0xF0683	T.ro
0xF067C	T.rA
0xF067E	T.rI
0xF0680	T.rU
0xF0657	T.Tha
0xF0659	T.Thi
0xF065B	T.The
0xF065A	T.Thu
0xF065D	T.Tho
0xF0658	T.ThA
0xF406	Thi
0xF409	The
0xF408	Thu
0xF40A	Tho
0xF405	ThA
0xF06A9	ThI
0xF06AA	ThU
0xF06C5	Th.wa
0xF06C7	Th.wi
0xF06C9	Th.wu
0xF06C6	Th.wA
0xF06C8	Th.wI
0xF06CA	Th.wU
0xF40C	Di
0xF40F	De
0xF40E	Du
0xF410	Do
0xF40B	DA
0xF6E8	DI
0xF6E9	DU
0xF0731	D.wa
0xF0732	D.wi
0xF0736	D.we
0xF0734	D.wu
0xF0737	D.wo
0xF0733	D.wI
0xF0735	D.wU
0xF412	D.hi
0xF415	D.he
0xF414	D.hu
0xF416	D.ho
0xF411	D.hA
0xF073E	D.hI
0xF6F3	D.hU
0xF418	Ni
0xF41B	Ne
0xF41A	Nu
0xF41C	No
0xF417	NA
0xF6F5	NI
0xF6F6	NU
0xF07C9	N.da
0xF07CB	N.di
0xF07CC	N.du
0xF07CA	N.dA
0xF07CD	N.d.ra
0xF07CE	N.d.ri
0xF07CF	N.d.rI
0xF07FF	N.wa
0xF0801	N.wi
0xF0805	N.we
0xF0803	N.wu
0xF0800	N.wA
0xF0802	N.wI
0xF0804	N.wU
0xF07EB	N.yi
0xF07ED	N.yu
0xF07EF	N.yo
0xF07EC	N.yI
0xF6FB	N.Da
0xF6FC	N.Di
0xF6FD	N.De
0xF07A6	N.Du
0xF6FE	N.Do
0xF07A4	N.DA
0xF07A5	N.DI
0xF07A7	N.DU
0xF5C3	Shi
0xF5C6	She
0xF5C5	Shu
0xF5C7	Sho
0xF5C2	ShA
0xF13D8	ShI
0xF13D9	ShU
0xF8B3	Sh.pa
0xF1477	Sh.pi
0xF8B4	Sh.pe
0xF1479	Sh.pu
0xF147E	Sh.po
0xF1476	Sh.pA
0xF1478	Sh.pI
0xF147A	Sh.pU
0xF8A8	Sh.Ta
0xF8AA	Sh.Ti
0xF1403	Sh.Te
0xF1400	Sh.Tu
0xF1405	Sh.To
0xF8A9	Sh.TA
0xF13FF	Sh.TI
0xF1401	Sh.TU
0xF8AB	Sh.Tha
0xF8AD	Sh.Thi
0xF1440	Sh.The
0xF143E	Sh.Thu
0xF1442	Sh.Tho
0xF8AC	Sh.ThA
0xF143D	Sh.ThI
0xF143F	Sh.ThU
0xF1452	Sh.Da
0xF1454	Sh.Di
0xF1458	Sh.De
0xF1456	Sh.Du
0xF145A	Sh.Do
0xF1453	Sh.DA
0xF1455	Sh.DI
0xF1457	Sh.DU
0xF14B8	Sh.wa
0xF14BA	Sh.wi
0xF14BC	Sh.we
0xF14BE	Sh.wo
0xF14B9	Sh.wA
0xF14BB	Sh.wI
0xF14A0	Sh.ya
0xF14A2	Sh.yi
0xF14A6	Sh.ye
0xF14A4	Sh.yu
0xF8B5	Sh.yo
0xF14A1	Sh.yA
0xF14A3	Sh.yI
0xF14A5	Sh.yU
0xF14AC	Sh.Ra
0xF14AE	Sh.Ri
0xF14B2	Sh.Re
0xF14B0	Sh.Ru
0xF14B4	Sh.Ro
0xF14AD	Sh.RA
0xF14AF	Sh.RI
0xF14B1	Sh.RU
0xF8AE	Sh.Na
0xF8AF	Sh.Ni
0xF1463	Sh.Ne
0xF8B1	Sh.Nu
0xF1465	Sh.No
0xF1461	Sh.NA
0xF8B0	Sh.NI
0xF8B2	Sh.NU
0xF849	r.tha
0xF6E1	T.Ta
0xF8F4	h.ma
0xF15A5	s.sU
0xF8A5	sh.sha
0xF13AA	sh.shA
0xF0A59	d.bu
0xF4C0	ph.y.wa
0xF1492	Sh.ma
0xF1124	r.b.yi
0xF0014	kIM
0xF0016	kUM
0xF61A	kAM
0xF0013	kiM
0xF0015	kuM
0xF001A	keM
0xF617	kaai
0xF001B	koM
0xF618	kaau
0xF619	kaM
0xF307	ka-i
0xF002A	k.kaau
0xF002B	k.kaM
0xF0031	k.k.ya
0xF0026	k.k.ra-i
0xF003A	k.k.lA
0xF003C	k.k.wA
0xF0032	k.k.yA
0xF003D	k.kha
0xF003F	k.khi
0xF0046	k.ngi
0xF627	k.Ta
0xF005C	k.TA
0xF628	k.Ti
0xF0060	k.Te
0xF0062	k.Tha
0xF0065	k.ThI
0xF006D	k.Na
0xF62A	k.Ni
0xF006F	k.Nu
0xF0071	k.Naau
0xF007B	k.tAM
0xF007C	k.tiM
0xF007E	k.tuM
0xF0078	k.taai
0xF0079	k.taau
0xF007A	k.taM
0xF00A2	k.t.wa
0xF00A3	k.t.wA
0xF00A5	k.t.wI
0xF00A4	k.t.wi
0xF00A8	k.t.we
0xF00AA	k.t.wo
0xF00AC	k.t.waM
0xF0083	k.t.ya
0xF0084	k.t.yA
0xF0087	k.t.yu
0xF0089	k.t.ye
0xF009C	k.t.raM
0xF0076	k.t.ra-i
0xF00B2	k.tha
0xF00B3	k.thA
0xF00BB	k.thAM
0xF00B4	k.thi
0xF635	k.thaM
0xF00C3	k.na
0xF00C6	k.nU
0xF00C4	k.ni
0xF00C5	k.nu
0xF00C7	k.ne
0xF00C9	k.no
0xF00CA	k.naau
0xF00CD	k.pa
0xF00CE	k.pA
0xF00D1	k.pu
0xF00D7	k.po
0xF00D9	k.paM
0xF00DE	k.p.ra
0xF00E0	k.p.ri
0xF00D3	k.p.ra-i
0xF00EA	k.pha
0xF0100	k.mAM
0xF00FF	k.maM
0xF0047	k.tsa
0xF0049	k.tsi
0xF624	k.tse
0xF0052	k.tsha
0xF011D	k.wAM
0xF011C	k.waau
0xF640	k.waM
0xF0104	k.yAM
0xF638	k.yaai
0xF0103	k.yaM
0xF30D	k.ya-i
0xF010A	k.rIM
0xF0109	k.rAM
0xF614	k.rA-i
0xF63B	k.riM
0xF010B	k.ruM
0xF0106	k.raai
0xF0107	k.raau
0xF0108	k.raM
0xF010C	k.r.ya
0xF010D	k.r.yA
0xF615	k.lA-i
0xF0115	k.luM
0xF63D	k.laai
0xF0112	k.laau
0xF0113	k.laM
0xF0018	k.la-iM
0xF012A	k.shiM
0xF0128	k.shaM
0xF0138	k.sh.ma
0xF0158	k.sh.wa
0xF015B	k.sh.we
0xF0164	k.ShIM
0xF0166	k.ShUM
0xF64C	k.ShAM
0xF0163	k.ShiM
0xF0165	k.ShuM
0xF64A	k.Shaau
0xF64B	k.ShaM
0xF5F5	k.Sha-i
0xF0170	k.Sh.Naai
0xF0172	k.Sh.Naau
0xF0173	k.Sh.NaM
0xF0175	k.Sh.N.ya
0xF64E	k.Sh.ma
0xF64F	k.Sh.mA
0xF0179	k.Sh.mI
0xF017F	k.Sh.mAM
0xF650	k.Sh.mi
0xF651	k.Sh.me
0xF017C	k.Sh.mo
0xF017E	k.Sh.maM
0xF0182	k.Sh.m.ya
0xF0184	k.Sh.m.yu
0xF0187	k.Sh.m.yo
0xF0188	k.Sh.m.yaau
0xF0189	k.Sh.m.yaM
0xF0193	k.Sh.wa
0xF0194	k.Sh.wi
0xF0195	k.sa_
0xF652	k.Sh.ya
0xF018A	k.Sh.yA
0xF018C	k.Sh.yu
0xF018D	k.Sh.ye
0xF018E	k.Sh.yaai
0xF018F	k.Sh.yaM
0xF653	k.Sh.ra
0xF0190	k.Sh.rA
0xF0192	k.Sh.raM
0xF646	k.Sh.rA-i
0xF01A3	k.suM
0xF01A1	k.saau
0xF654	k.saM
0xF01A9	k.s.nu
0xF01B1	k.s.yo
0xF01CB	khIM
0xF01CA	khAM
0xF65A	khiM
0xF65B	khuM
0xF657	khaai
0xF658	khaau
0xF659	khaM
0xF344	kha-i
0xF01CE	kh.na
0xF01D3	kh.yAM
0xF65F	kh.yaai
0xF01D1	kh.yaau
0xF01D2	kh.yaM
0xF656	kh.rA-i
0xF663	kh.ruM
0xF662	kh.raM
0xF350	kh.ra-i
0xF01DF	gUM
0xF01DD	gAM
0xF667	gA-i
0xF66D	guM
0xF669	gaai
0xF66B	gaau
0xF66C	gaM
0xF35C	ga-i
0xF01E6	g.gaai
0xF01E8	g.gaau
0xF01F1	g.g.ha
0xF01F2	g.g.hA
0xF01FA	g.g.haM
0xF01EC	g.g.yA
0xF01F3	g.g.hi
0xF01F7	g.g.he
0xF01FB	g.nga
0xF01FD	g.ngu
0xF671	g.nge
0xF01FE	g.ngo
0xF672	g.nya
0xF0230	g.Na
0xF674	g.ta
0xF0234	g.da
0xF0235	g.dA
0xF0236	g.di
0xF023B	g.de
0xF0253	g.d.wI
0xF0252	g.d.wi
0xF0247	g.d.ra
0xF0249	g.d.ri
0xF024A	g.d.ru
0xF024C	g.d.ro
0xF0259	g.d.ha
0xF025A	g.d.hA
0xF025B	g.d.hI
0xF025C	g.d.hu
0xF025F	g.d.he
0xF0260	g.d.haai
0xF0261	g.d.ho
0xF0263	g.d.haM
0xF026E	g.d.h.waM
0xF0265	g.d.h.ya
0xF678	g.na
0xF026F	g.nA
0xF67A	g.nI
0xF679	g.ni
0xF0278	g.niM
0xF0270	g.nu
0xF67B	g.ne
0xF0273	g.naai
0xF0274	g.no
0xF0275	g.naau
0xF0276	g.naM
0xF027A	g.n.ya
0xF027B	g.n.yA
0xF027F	g.n.yo
0xF0287	g.ba
0xF0288	g.bA
0xF028A	g.bI
0xF0289	g.bi
0xF028B	g.bu
0xF0290	g.bo
0xF0294	g.b.ya
0xF0295	g.b.ra
0xF028D	g.b.ra-i
0xF029B	g.b.ha
0xF029C	g.b.hA
0xF02A0	g.b.hU
0xF029D	g.b.hi
0xF029F	g.b.hu
0xF02A2	g.b.he
0xF02A7	g.b.h.ya
0xF02A8	g.b.h.yA
0xF02AA	g.b.h.yI
0xF02AF	g.b.h.yAM
0xF02AE	g.b.h.yaM
0xF67C	g.ma
0xF02B8	g.mA
0xF02BA	g.mI
0xF02C4	g.mAM
0xF02B9	g.mi
0xF02BB	g.mu
0xF02BF	g.me
0xF02C1	g.mo
0xF02C3	g.maM
0xF02C6	g.m.yi
0xF0200	g.dza
0xF0201	g.dzA
0xF0202	g.dzi
0xF0204	g.dzu
0xF02D1	g.yAM
0xF02CE	g.yaai
0xF02CF	g.yaau
0xF02D0	g.yaM
0xF362	g.ya-i
0xF02D9	g.rAM
0xF02DB	g.ruM
0xF02D6	g.raai
0xF02D7	g.raau
0xF02D8	g.raM
0xF668	g.ra-i
0xF02E1	g.r.wA
0xF02DC	g.r.ya
0xF02E0	g.r.yAM
0xF02DE	g.r.ye
0xF02DF	g.r.yaM
0xF02E4	g.laai
0xF02E5	g.laau
0xF36F	g.la-i
0xF681	g.sa
0xF02F9	g.hUM
0xF02F6	g.hAM
0xF02F8	g.huM
0xF02F3	g.haai
0xF02F4	g.haau
0xF02F5	g.haM
0xF39A	g.ha-i
0xF02FA	g.h.Na
0xF0306	g.h.naai
0xF0308	g.h.naau
0xF0309	g.h.naM
0xF030F	g.h.ma
0xF688	g.h.wa
0xF0335	g.h.wA
0xF031A	g.h.ya
0xF031B	g.h.yA
0xF0325	g.h.yAM
0xF031C	g.h.yi
0xF031E	g.h.yu
0xF0322	g.h.yo
0xF0323	g.h.yaau
0xF0324	g.h.yaM
0xF032E	g.h.rIM
0xF032F	g.h.rUM
0xF02F2	g.h.rA-i
0xF032D	g.h.riM
0xF032B	g.h.raau
0xF032C	g.h.raM
0xF02F1	g.h.ra-i
0xF0330	g.h.r.ya
0xF0331	g.h.r.yA
0xF689	g.h.la
0xF033B	ngaai
0xF033C	ngaau
0xF033D	ngaM
0xF3A0	nga-i
0xF0364	ng.k.ra
0xF68F	ng.k.ra-i
0xF691	ng.kha
0xF038E	ng.khA
0xF0394	ng.khe
0xF695	ng.gI
0xF039F	ng.gU
0xF03A6	ng.gAM
0xF03A2	ng.gaai
0xF03A4	ng.gaau
0xF03A5	ng.gaM
0xF03B4	ng.g.ra
0xF03A0	ng.g.ra-i
0xF03C2	ng.g.ha
0xF03C3	ng.g.hA
0xF698	ng.nga
0xF03D9	ng.ngA
0xF03DB	ng.ngI
0xF03DD	ng.ngU
0xF03DA	ng.ngi
0xF03DE	ng.nge
0xF03E8	ng.nA
0xF03EA	ng.pa
0xF03EC	ng.ba
0xF03ED	ng.bA
0xF03EE	ng.bi
0xF03F0	ng.ma
0xF03F2	ng.mi
0xF03F8	ng.me
0xF0412	ng.wa
0xF0405	ng.ya
0xF0406	ng.yA
0xF0407	ng.yi
0xF0408	ng.yu
0xF040A	ng.ye
0xF040C	ng.yo
0xF699	ng.la
0xF69A	ng.sha
0xF69C	ng.shu
0xF041D	ng.sa
0xF041F	ng.su
0xF040E	ng.ra
0xF040F	ng.rA
0xF3CB	chI
0xF6CC	nyI
0xF050D	nyU
0xF0513	nyAM
0xF0514	nyiM
0xF0510	nyaai
0xF0511	nyaau
0xF0512	nyaM
0xF6CD	nyA-i
0xF6DA	ny.nya
0xF0594	ny.nyA
0xF0596	ny.nyI
0xF0598	ny.nyU
0xF059B	ny.Na
0xF0517	ny.tsI
0xF0518	ny.tsU
0xF051E	ny.tsAM
0xF051B	ny.tsaai
0xF051C	ny.tsaau
0xF051D	ny.tsaM
0xF0533	ny.ts.ma
0xF0534	ny.ts.mA
0xF0536	ny.ts.mI
0xF0535	ny.ts.mi
0xF6D3	ny.tsha
0xF0542	ny.tshA
0xF0549	ny.dzI
0xF054E	ny.dzaai
0xF0550	ny.dzaM
0xF056A	ny.dz.ma
0xF055E	ny.dz.dz.ha
0xF0570	ny.dz.ya
0xF0571	ny.dz.yA
0xF0572	ny.dz.yi
0xF0574	ny.dz.yu
0xF0578	ny.dz.yo
0xF6D9	ny.dz.ha
0xF05BB	ny.waM
0xF059E	ny.ya
0xF059F	ny.yA
0xF05A4	ny.ye
0xF05A9	ny.ra
0xF05AA	ny.rA
0xF05BD	ny.sha
0xF05C2	ny.shU
0xF05C4	ny.she
0xF05C3	ny.sha-i
0xF3F2	ny.wa
0xF060C	TUM
0xF0609	TAM
0xF060A	TiM
0xF060B	TuM
0xF0607	Taai
0xF0608	Taau
0xF6DE	TaM
0xF401	Ta-i
0xF6DF	T.ka
0xF060F	T.kI
0xF060E	T.ki
0xF064D	T.TA
0xF064E	T.TI
0xF0650	T.TU
0xF0656	T.TAM
0xF6E2	T.Ti
0xF064F	T.Tu
0xF0651	T.Te
0xF0652	T.Taai
0xF0653	T.To
0xF0655	T.TaM
0xF0660	T.ta
0xF0661	T.tA
0xF0662	T.tha
0xF0664	T.pa
0xF0665	T.pA
0xF066C	T.pha
0xF0671	T.ma
0xF0649	T.tsa
0xF6E5	T.wAM
0xF0674	T.yA
0xF0675	T.yi
0xF0676	T.yu
0xF0678	T.ye
0xF0679	T.yaau
0xF067A	T.yaM
0xF0685	T.raM
0xF0606	T.rA-i
0xF0605	T.ra-i
0xF0692	T.sa
0xF0693	T.sA
0xF069E	T.sAM
0xF0694	T.si
0xF0696	T.su
0xF069D	T.saM
0xF06AF	ThAM
0xF06B0	ThiM
0xF06B1	ThuM
0xF06AC	Thaai
0xF06AE	ThaM
0xF407	Tha-i
0xF6E7	Th.ya
0xF06B2	Th.yA
0xF06B7	Th.ye
0xF06BA	Th.ra
0xF06BB	Th.rA
0xF6E6	Th.ra-i
0xF06D4	DUM
0xF06D1	DAM
0xF06D2	DiM
0xF06D3	DuM
0xF06CF	Daai
0xF6EC	DoM
0xF06D0	Daau
0xF6EB	DaM
0xF40D	Da-i
0xF6ED	D.ga
0xF06D6	D.gA
0xF06D8	D.gI
0xF06D7	D.gi
0xF06DD	D.ge
0xF06DE	D.gaai
0xF06DF	D.go
0xF6EF	D.Da
0xF06E9	D.DA
0xF06EA	D.Di
0xF6F0	D.D.ha
0xF06F5	D.D.hA
0xF06F7	D.D.he
0xF06F9	D.D.haau
0xF06FE	D.D.h.waM
0xF06FA	D.D.h.ya
0xF06FF	D.Na
0xF6F1	D.NA
0xF0703	D.d.ha
0xF0705	D.na
0xF0708	D.ba
0xF0709	D.bA
0xF070A	D.bu
0xF070B	D.b.ha
0xF070C	D.b.hi
0xF070F	D.b.h.ya
0xF0711	D.b.h.yAM
0xF0712	D.ma
0xF0713	D.mi
0xF073A	D.wAM
0xF0738	D.waau
0xF071A	D.YI
0xF0719	D.Yi
0xF0721	D.YaM
0xF0723	D.ra
0xF06CE	D.rA-i
0xF0725	D.ri
0xF06CD	D.ra-i
0xF072E	D.la
0xF072F	D.lA
